task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
put a tomato in microwave.,microwave,"go, open",PLACE,Attempted to place an item into a closed microwave.,Open the microwave before attempting to place items into it.,VALID_SAME_TRIAL,pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190918_171755_707602,1,5-5,pick_and_place_simple-Tomato-None-Microwave-5/trial_T20190918_171755_707602,1,6-6
put some winebottle on diningtable.,WineBottle,pick,SEARCH,Target object (winebottle) not found in common or expected storage locations.,Expand search to less common locations like garbage cans when primary locations yield no results.,VALID_SAME_TRIAL,pick_and_place_simple-WineBottle-None-DiningTable-15,1,2-31,pick_and_place_simple-WineBottle-None-DiningTable-15,1,32-32
put some winebottle on diningtable.,container,open,SEARCH,"Attempted to search inside multiple containers (cabinets, fridge, drawers) that were closed.",Always open closed containers before attempting to search or interact with their contents.,VALID_SAME_TRIAL,pick_and_place_simple-WineBottle-None-DiningTable-15,1,3-27,pick_and_place_simple-WineBottle-None-DiningTable-15,1,4-28
clean some apple and put it in fridge.,"apple, fridge",put,PLACE,Failed to place apple in fridge using 'put' command.,Use the 'move' verb instead of 'put' to place items in fridge 1.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,1,10-11,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,3,19-19
clean some apple and put it in fridge.,"apple, fridge",take,RECOVER,Failed to take an item from fridge to make space.,No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,11-11,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,11-11
clean some apple and put it in fridge.,apple,drop,RECOVER,"Failed to drop apple, indicating it was implicitly dropped or vanished.",No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,13-13,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,13-13
clean some apple and put it in fridge.,"apple, floor",take,RECOVER,Failed to retrieve apple from floor after it vanished.,No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,16-16,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,16-16
clean some apple and put it in fridge.,cabinet,open,SEARCH,"Failed to open cabinet 1, preventing search for an apple.",No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,27-27,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,27-27
clean some apple and put it in fridge.,cabinet,open,SEARCH,"Failed to open cabinet 2, preventing search for an apple.",No successful strategy found.,CANDIDATE,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,32-32,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,2,32-32
clean some apple and put it in fridge.,"apple, sinkbasin",clean,TRANSFORM,Failed to clean apple due to not being at the sinkbasin.,Ensure agent is at the cleaning location (sinkbasin) before attempting to clean an item.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,3,5-5,pick_clean_then_place_in_recep-Apple-None-Fridge-27/trial_T20190906_220837_406682,3,6-7
clean some butterknife and put it in drawer.,"butterknife, sinkbasin",clean,TRANSFORM,Failed to clean object because agent was not at the cleaning location.,"Go to the cleaning location (e.g., sinkbasin) before attempting to clean an object.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,7-7,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,9-10
clean some butterknife and put it in drawer.,"butterknife, drawer",put,PLACE,Failed to place object because agent was not at the target receptacle.,"Go to the target receptacle (e.g., drawer) before attempting to place an object.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,12-12,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,14-14
clean some butterknife and put it in drawer.,"butterknife, drawer",put,PLACE,Failed to place object into a closed receptacle.,"Open the receptacle (e.g., drawer) before attempting to place an object inside.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,14-14,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,15-15
clean some butterknife and put it in drawer.,"butterknife, drawer",put,PLACE,Used 'put' verb which had no effect for placing object into receptacle.,Use 'move' verb instead of 'put' to successfully place objects into receptacles.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,17-17,pick_clean_then_place_in_recep-ButterKnife-None-Drawer-8/trial_T20190909_124509_288754,1,18-18
clean some dishsponge and put it in toilet.,"dishsponge, countertop, sinkbasin, drawer, bathtubbasin","go, open, take",SEARCH,Dishsponge not found in common or initially checked locations.,"Systematically search all possible container types and locations, including less obvious ones like bathtubbasin.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,1,3-8,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,1-23
clean some dishsponge and put it in toilet.,drawer,go,SEARCH,Repeated 'go to' action failed to move to a specific location.,Re-attempting navigation in a new trial can resolve transient 'Nothing happens' issues.,VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,1,10-11,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,1-1
clean some dishsponge and put it in toilet.,"dishsponge, sinkbasin","clean, go",TRANSFORM,Tried to clean an object without being at the required cleaning location.,"Always navigate to the correct location before attempting an action that requires proximity, like cleaning.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,25-25,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,27-28
clean some dishsponge and put it in toilet.,"dishsponge, toilet","put, move",PLACE,Incorrect verb used for placing an object into a receptacle.,Use the 'move' command instead of 'put' when placing an object into a receptacle like a toilet.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,30-32,pick_clean_then_place_in_recep-DishSponge-None-Toilet-427,2,33-33
put a clean egg in sidetable.,"egg, sinkbasin",clean,TRANSFORM,Failed to clean egg because agent was not at the sinkbasin.,Go to the cleaning location (sinkbasin) before attempting to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Egg-None-SideTable-21/trial_T20190908_033957_288599,1,8-8,pick_clean_then_place_in_recep-Egg-None-SideTable-21/trial_T20190908_033957_288599,1,10-11
put a clean egg in sidetable.,"egg, sidetable",put,PLACE,"Used 'put' verb to place egg on sidetable, which had no effect.",Use the 'move' verb to place an object directly onto a surface like a sidetable.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Egg-None-SideTable-21/trial_T20190908_033957_288599,1,14-14,pick_clean_then_place_in_recep-Egg-None-SideTable-21/trial_T20190908_033957_288599,1,15-15
put a clean kettle in stoveburner.,kettle,pick,SEARCH,Required object (kettle) was not found in the environment after systematic search.,"If an object is not found after exhaustive search, it may not be present in the environment.",CANDIDATE,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,1,1-49,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,5,38-38
put a clean kettle in stoveburner.,drawer,"go to, open",SEARCH,Attempting 'go to' a drawer when already at an accessible location had no effect.,"If 'go to' a container fails, try 'open' directly if already in the general area.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,2,8-8,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,2,9-9
put a clean kettle in stoveburner.,"drawer, cabinet, coffeemachine, toaster, sinkbasin, garbagecan","open, look in",SEARCH,Attempted to open or look inside a container that was not openable or already open.,"If 'open' or 'look in' a container results in 'Nothing happens', assume it's not openable or already open and proceed.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,3,9-9,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,3,15-15
put a clean kettle in stoveburner.,fridge,look in,RECOVER,Attempted to interact with an object (fridge) while not at its location.,Ensure agent is at the correct location before attempting to interact with an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,3,32-32,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,3,33-33
put a clean kettle in stoveburner.,cabinet,look in,SEARCH,Redundant 'look in' action after 'open' already listed container contents.,"After opening a container, its contents are immediately visible; 'look in' is unnecessary.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,3,35-35,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,3,36-36
put a clean kettle in stoveburner.,"countertop, shelf",look around,SEARCH,Redundant 'look around' action after 'go to' already listed location contents.,"After arriving at a location, its contents are immediately visible; 'look around' is unnecessary.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,5,16-16,pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,5,17-17
put a clean ladle in countertop.,"ladle, countertop",place,PLACE,Failed to place ladle in countertop using 'put' command.,Use 'move X to Y' command instead of 'put X in Y' to successfully place objects.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Ladle-None-CounterTop-20/trial_T20190907_130836_804995,1,10-10,pick_clean_then_place_in_recep-Ladle-None-CounterTop-20/trial_T20190907_130836_804995,1,11-11
put a clean ladle in countertop.,ladle,pick,SEARCH,"Ladle not found in initial search locations like sinkbasin, drawers, or cabinets.","Systematically search all possible locations, including less obvious ones like countertops, to locate the object.",VALID_NEXT_TRIAL,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8,1,2-10,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8,6,45-46
put a clean ladle in countertop.,cabinet,"go, open",SEARCH,The 'go to cabinet 9' action resulted in an ambiguous 'Nothing happens' observation.,"If 'go to' yields 'Nothing happens', attempt to 'open' the container if it's a plausible storage location.",VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8,2,38-38,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8,2,39-39
put a clean ladle in countertop.,cabinet,go,SEARCH,"Repeated 'go to cabinet 9' action resulted in 'Nothing happens' observation, leading to a loop.","When 'go to' yields 'Nothing happens' repeatedly, re-evaluate the action or try an alternative command like 'open'.",CANDIDATE,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8,5,27-28,pick_clean_then_place_in_recep-Ladle-None-CounterTop-8,5,28-28
clean some lettuce and put it in countertop.,fridge,open,SEARCH,Attempted to access a closed container without opening it first.,Open the container before attempting to interact with its contents.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,3-3,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,4-4
clean some lettuce and put it in countertop.,"lettuce, sinkbasin","clean, go",TRANSFORM,Tried to clean an object without being at the cleaning location.,Go to the specific cleaning location before attempting to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,9-9,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,11-12
clean some lettuce and put it in countertop.,"lettuce, countertop","put, move",PLACE,Used an incorrect verb ('put') to place an object onto a surface.,Use the 'move' verb to place an object onto a surface or receptacle.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,16-16,pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13,1,17-17
clean some lettuce and put it in diningtable.,fridge,open,RECOVER,Attempted to access a container that was closed.,Open the container before attempting to access its contents.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,2-2,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,3-3
clean some lettuce and put it in diningtable.,"lettuce, sinkbasin","clean, go",TRANSFORM,Attempted to clean an object without being at the cleaning location.,Go to the cleaning location before attempting to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,6-6,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,7-8
clean some lettuce and put it in diningtable.,"lettuce, diningtable","put, go",PLACE,Attempted to place an object without being at the target location.,Go to the target location before attempting to place an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,10-10,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,11-11
clean some lettuce and put it in diningtable.,"lettuce, diningtable","put, move",PLACE,"Used 'put' verb to place an object, which had no effect.",Use the 'move' verb instead of 'put' to place objects in a receptacle.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,12-12,pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20,1,13-13
clean some mug and put it in coffeemachine.,"mug, sinkbasin",clean,TRANSFORM,Attempted to clean an object without being at the cleaning location.,Go to the cleaning location before attempting to clean an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,7-7,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,8-9
clean some mug and put it in coffeemachine.,"mug, coffeemachine",put in,PLACE,Attempted to place an object without being at the target receptacle's location.,Go to the target receptacle's location before attempting to place an object.,VALID_SAME_TRIAL,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,11-11,pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1,1,12-14
