task_id,task_desc,trunc_trajectory
pick_clean_then_place_in_recep-DishSponge-None-Toilet-427/trial_T20190908_234203_467365,clean some dishsponge and put it in toilet.,"Step 1: action: think: To solve the task, I need to find a dishsponge, then clean it with sinkbasin, then put it in toilet., observation: OK. Step 2: action: think: First, I need to find a dishsponge. I will check the countertop 1 first, as it's a common place for cleaning items., observation: OK. Step 3: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a cloth 2, a soapbottle 3, a spraybottle 2, a spraybottle 1, a tissuebox 1, and a toiletpaper 1. Step 4: action: think: I did not find a dishsponge on the countertop 1. I will check the sinkbasin 1 next, as it's a very common place for a dishsponge., observation: OK. Step 5: action: go to sinkbasin..."
pick_clean_then_place_in_recep-Egg-None-SideTable-21/trial_T20190908_033957_288599,put a clean egg in sidetable.,"Step 1: action: think: To solve the task, I need to find an egg, take it, clean it with the sinkbasin, and then put it on the sidetable., observation: OK. Step 2: action: go to fridge 1, observation: You arrive at fridge 1. The fridge 1 is closed. Step 3: action: open fridge 1, observation: You open the fridge 1. The fridge 1 is open. In it, you see a cup 1. Step 4: action: go to diningtable 1, observation: You arrive at diningtable 1. On the diningtable 1, you see a egg 4, a egg 3, and a soapbottle 1. Step 5: action: think: I have found an egg (egg 4, egg 3) on diningtable 1. I will take one of them., observation: OK. Step 6: action: take egg..."
pick_clean_then_place_in_recep-Kettle-None-StoveBurner-1/trial_T20190908_172105_948396,put a clean kettle in stoveburner.,"Step 1: action: think: To solve the task, I need to find a kettle, clean it, and then put it on a stoveburner., observation: OK. Step 2: action: think: First, I need to find a kettle. Kettles are often found on countertops, shelves, or in cabinets. I will start by checking the countertops., observation: OK. Step 3: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a apple 1, a cup 1, a fork 1, a knife 1, a soapbottle 2, and a winebottle 1. Step 4: action: go to countertop 2, observation: You arrive at countertop 2. On the countertop 2, you see a dishsponge 3, a houseplant 1, a potato 1, and a vase 2. Step 5: action: go to..."
pick_clean_then_place_in_recep-Ladle-None-CounterTop-20/trial_T20190907_130836_804995,put a clean ladle in countertop.,"Step 1: action: think: To solve the task, I need to find and take a ladle, then clean it with sinkbasin, then put it in countertop., observation: OK. Step 2: action: go to sinkbasin 1, observation: You arrive at sinkbasin 1. On the sinkbasin 1, you see a egg 2, and a mug 2. Step 3: action: go to diningtable 1, observation: You arrive at diningtable 1. On the diningtable 1, you see a apple 3, a bread 1, a butterknife 1, a dishsponge 3, a fork 1, a ladle 1, a lettuce 2, a lettuce 1, a peppershaker 1, a plate 2, a potato 1, a saltshaker 1, a spatula 2, a spatula 1, and a tomato 2. Step 4: action: take ladle 1 from diningtable 1, observation: You..."
pick_clean_then_place_in_recep-Ladle-None-CounterTop-8/trial_T20190909_121931_494324,put a clean ladle in countertop.,"Step 1: action: think: To solve the task, I need to find a ladle, take it, clean it with the sinkbasin, and then put it on a countertop. I will start by looking for a ladle in the sinkbasin, then drawers, and then cabinets., observation: OK. Step 2: action: go to sinkbasin 1, observation: You arrive at sinkbasin 1. On the sinkbasin 1, you see a dishsponge 3. Step 3: action: go to drawer 1, observation: You arrive at drawer 1. The drawer 1 is closed. Step 4: action: open drawer 1, observation: You open the drawer 1. The drawer 1 is open. In it, you see a fork 1. Step 5: action: think: I have checked sinkbasin 1 and drawer 1, but haven't found a ladle. I will now..."
pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13/trial_T20190909_035118_268695,clean some lettuce and put it in countertop.,"Step 1: action: think: To solve the task, I need to find a lettuce, take it, clean it using the sinkbasin, and then put the clean lettuce on a countertop., observation: OK. Step 2: action: think: First, I need to find a lettuce. I will start by checking the fridge 1, as it's a common place for fresh produce., observation: OK. Step 3: action: go to fridge 1, observation: You arrive at fridge 1. The fridge 1 is closed. Step 4: action: open fridge 1, observation: You open the fridge 1. The fridge 1 is open. In it, you see a bowl 1, a cup 2, a pan 1, a potato 2, and a tomato 2. Step 5: action: think: I have checked the fridge 1 and it does not..."
pick_clean_then_place_in_recep-Lettuce-None-DiningTable-20/trial_T20190906_191212_598810,clean some lettuce and put it in diningtable.,"Step 1: action: think: First, I need to find a lettuce. I will check the fridge 1 first, then the diningtable 1, and then other locations if necessary., observation: OK. Step 2: action: go to fridge 1, observation: You arrive at fridge 1. The fridge 1 is closed. Step 3: action: open fridge 1, observation: You open the fridge 1. The fridge 1 is open. In it, you see a bowl 1, a bread 3, a egg 3, a lettuce 1, a tomato 3, and a tomato 2. Step 4: action: take lettuce 1 from fridge 1, observation: You pick up the lettuce 1 from the fridge 1. Step 5: action: think: I have taken the lettuce 1 from the fridge 1. Now I need to clean it. I will..."
pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-1/trial_T20190909_134710_542972,clean some mug and put it in coffeemachine.,"Step 1: action: think: I need to find a mug, clean it, and then put it in the coffeemachine. I will start by looking for a mug on the countertops, then cabinets, then shelves., observation: OK. Step 2: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a egg 1, a kettle 1, a knife 1, a pan 2, a plate 1, a spatula 1, a spoon 1, a vase 1, and a winebottle 1. Step 3: action: go to countertop 2, observation: You arrive at countertop 2. On the countertop 2, you see a apple 2, a bread 3, a creditcard 2, a creditcard 1, a houseplant 1, a lettuce 1, a pan 1, a pot 1, a spatula 2, a..."
pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190907_172113_249829,put a clean mug in coffeemachine.,"Step 1: action: think: To solve the task, I need to find a mug, take it, clean it, and then put it in the coffeemachine., observation: OK. Step 2: action: think: First, I need to find a mug. Mugs are commonly found in cabinets, on countertops, or in drawers. I will start by checking countertop 1., observation: OK. Step 3: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a knife 1, a papertowelroll 1, a soapbottle 1, a spoon 1, and a tomato 1. Step 4: action: think: I am at countertop 1, and there is no mug here. I need to continue searching for a mug. I will check countertop 2 next., observation: OK. Step 5: action: go to countertop..."
pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-18/trial_T20190909_101110_748348,clean some mug and put it in coffeemachine.,"Step 1: action: think: I need to find a mug, clean it, and then put it in the coffeemachine. I will start by looking for a mug on the diningtable 1., observation: OK. Step 2: action: go to diningtable 1, observation: You arrive at diningtable 1. On the diningtable 1, you see a apple 3, a bread 1, a cup 3, a cup 2, a cup 1, a dishsponge 2, a egg 3, a fork 3, a houseplant 1, a lettuce 2, a saltshaker 3, and a soapbottle 3. Step 3: action: think: I need to find a mug. I checked diningtable 1 and found no mug. I will check other locations. Mugs are commonly found in cabinets, drawers, or on countertops. I will check cabinet 1 first., observation: OK...."
pick_clean_then_place_in_recep-Pan-None-Fridge-13/trial_T20190908_083734_836923,clean some pan and put it in fridge.,"Step 1: action: think: I need to find a pan, clean it with the sinkbasin, and then put it in the fridge. First, I will look for a pan. I will check the countertops, then cabinets, then drawers, and finally the sinkbasin., observation: OK. Step 2: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a butterknife 1, a egg 1, a knife 1, a lettuce 1, a mug 1, a papertowelroll 1, a potato 1, and a spoon 1. Step 3: action: think: I have checked countertop 1 and did not find a pan. I will now check countertop 2., observation: OK. Step 4: action: go to countertop 2, observation: You arrive at countertop 2. On the countertop 2, you see..."
pick_clean_then_place_in_recep-Plate-None-Shelf-7/trial_T20190908_230022_030239,clean some plate and put it in shelf.,"Step 1: action: think: I need to find a plate, clean it using the sinkbasin, and then put it on a shelf. I will start by looking for a plate on the diningtable 1., observation: OK. Step 2: action: go to diningtable 1, observation: You arrive at diningtable 1. On the diningtable 1, you see a apple 2, a apple 1, a book 1, a butterknife 1, a cup 1, a dishsponge 1, a houseplant 1, a kettle 1, a knife 2, a knife 1, a lettuce 3, a lettuce 2, a lettuce 1, a mug 2, a mug 1, a peppershaker 2, a plate 1, a spatula 2, a spatula 1, a spoon 3, and a spoon 2. Step 3: action: think: I have found a plate (plate 1)..."
pick_clean_then_place_in_recep-Potato-None-GarbageCan-19/trial_T20190908_074136_618715,clean some potato and put it in garbagecan.,"Step 1: action: think: To solve the task, I need to find a potato, take it, clean it using the sinkbasin, and then put it in the garbagecan., observation: OK. Step 2: action: think: First, I need to find a potato. I will check the fridge 1 first, as it's a common place for vegetables., observation: OK. Step 3: action: go to fridge 1, observation: You arrive at fridge 1. The fridge 1 is closed. Step 4: action: open fridge 1, observation: You open the fridge 1. The fridge 1 is open. In it, you see a bowl 2, a bowl 1, a egg 1, a mug 2, and a tomato 1. Step 5: action: think: I have checked the fridge 1 and it does not contain a potato. I..."
pick_clean_then_place_in_recep-SoapBar-None-Cabinet-422/trial_T20190909_170330_111958,put a clean soapbar in cabinet.,"Step 1: action: think: To solve the task, I need to find a soapbar, then clean it with sinkbasin, then put it in a cabinet., observation: OK. Step 2: action: think: First, I need to find a soapbar. I will check the countertops first, then the sinkbasin, then the shelves, then the cabinets, then the drawers, and finally the bathtubbasin. I'll start with countertop 1., observation: OK. Step 3: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a candle 1, and a soapbar 3. Step 4: action: take soapbar 3 from countertop 1, observation: You pick up the soapbar 3 from the countertop 1. Step 5: action: think: Now I have the soapbar 3. Next, I need to clean it with..."
pick_clean_then_place_in_recep-SoapBar-None-Cart-430/trial_T20190907_075716_990340,put a clean soapbar in cart.,"Step 1: action: think: To solve the task, I need to find a soapbar, clean it, and then put it in the cart., observation: OK. Step 2: action: think: First, I need to find a soapbar. I will check the most likely places in a bathroom setting: countertop 1, then drawers, then shelf, then sinkbasin, then bathtubbasin. I'll start with countertop 1., observation: OK. Step 3: action: go to countertop 1, observation: You arrive at countertop 1. On the countertop 1, you see a dishsponge 1, a soapbar 1, a tissuebox 3, and a toiletpaper 1. Step 4: action: take soapbar 1 from countertop 1, observation: You pick up the soapbar 1 from the countertop 1. Step 5: action: think: I have found and taken the soapbar 1. Now I..."
pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429/trial_T20190909_015333_203352,clean some soapbar and put it in garbagecan.,"Step 1: action: think: First, I need to find a soapbar. I will check the visible objects in the room. Common places for a soapbar would be shelf 1, shelf 2, shelf 3, sinkbasin 1, or bathtubbasin 1. I will start by checking shelf 1., observation: OK. Step 2: action: go to shelf 1, observation: You arrive at shelf 1. On the shelf 1, you see a spraybottle 2, and a spraybottle 1. Step 3: action: think: I did not find a soapbar on shelf 1. I will continue searching for a soapbar. Next, I will check shelf 2., observation: OK. Step 4: action: go to shelf 2, observation: You arrive at shelf 2. On the shelf 2, you see a soapbottle 1. Step 5: action: think: I did not..."
